COADREAD	Labels	B:MUTA:nons:TP53::	B:MUTA:COMP:MLH1::	N:GEXP::MLH1:4292:	N:METH:cg00893636:MLH1:TssU2:Island	N:METH:cg04274487:RAB31:TssD133:Island	B:MUTA:LOF:MLH1::	N:METH:cg03414321:HCK:TssD21:Island	B:MUTA:COMP:SFRP5::	N:GEXP::GNAS:2778:	N:GEXP::CCND2:894:	N:GEXP::RNF128:79589:	N:METH:cg16884569:RASSF2:TssD656:Island	N:METH:cg23764381:ATRNL1:TssU438:Island	N:METH:cg10182321:STK32B:TssU777:Shore	N:GEXP::GPX2:2877:	N:METH:cg11476211:PRKCE:TssU216:Island	N:METH:cg01888411:ABTB2:TssD1263:Island	N:GEXP::CXCL14:9547:	N:METH:cg02982690:BHLHE22:TssU79:Shore	N:GEXP::EPM2AIP1:9852:	N:METH:cg19187185:RRAGD:TssU507:Shore	N:METH:cg16580737:MME:TssU57:Island	N:METH:cg09542745:SFRP5:TssD546:Island	N:GEXP::ATP5A1:498:	N:GEXP::PRR15:222171:	N:METH:cg18416881:AKR1B1:TssD28:Island	N:METH:cg02136132:KCNK13:TssU219:Island	N:METH:cg09979256:RSPO3:TssU80:Island	N:GEXP::DDX27:55661:	N:METH:cg19803671:UBE2E2:TssD600:Shore	N:GEXP::SLC25A3:5250:	N:METH:cg10073723:BMPER:TssU311:Island	N:METH:cg13436799:LRP2:TssD48:Island	B:MUTA:LOF:CUL1::	N:METH:cg25179291:FNBP1:TssU265:Island	N:METH:cg24009736:B4GALNT1:TssD89:Island	N:METH:cg07744166:WASF3:TssU357:Shore	N:METH:cg22188495:PRICKLE1:TssU308:Shore	N:METH:cg09185773:WASF3:TssD885:Shore	N:GEXP::TCF7:6932:	N:METH:cg19237753:SIRPA:TssD272:Shore	N:METH:cg25924032:BMS1:TssD99:Island	N:METH:cg05702737:WNT10A:TssD211:Island	N:METH:cg09470640:PTPRO:TssD316:Shore	N:METH:cg17347389:TRIM9:TssD134:Shore	N:METH:cg06150468:BATF3:TssU757:Shore	N:METH:cg23096644:SGCE:TssD777:Shore	N:GEXP::C10orf99:387695:	N:METH:cg18762485:CH25H:TssU93:Shore	N:METH:cg25917510:HOXC8:TssU3:Island	N:GEXP::LRP4:4038:	N:GEXP::PBK:55872:	I:CNVR::METTL16:79066:	B:MUTA:LOF:KCNQ5::	N:GEXP::TPD52L2:7165:	N:GEXP::LRP1:4035:	N:METH:cg03770147:KLF7:TssD460:Shore	N:METH:cg22967284:SLIT1:TssU214:Island	N:METH:cg18244915:ZNF570:TssU35:Shore	N:GEXP::EN2:2020:	N:GEXP::CACNA2D2:9254:	N:METH:cg08228917:LHFP:TssD247:Island	N:METH:cg08478189:KLF7:TssD4:Shore	N:METH:cg09339301:QKI:TssD18:Island	N:METH:cg01803238:BCL2:TssD20:Island	N:GEXP::QPCT:25797:	N:GEXP::APOL3:80833:	N:MIR::hsa-miR-6715b-3p:Corrected:	N:METH:cg07806164:UBE2E2:TssD34:Island	N:GEXP::KDSR:2531:	N:GEXP::AXIN2:8313:	N:GEXP::NDUFC2:4718:	N:GEXP::FDFT1:2222:	B:MUTA:COMP:WWC1::	B:MUTA:nons:MACF1::	N:METH:cg17885062:NRCAM:TssD349:Island	N:METH:cg03884783:ZNF569:TssD114:Island	I:CNVR::ZNF396:252884:	I:CNVR::CDH19:28513:	N:GEXP::PXMP4:11264:	N:MIR::hsa-miR-34c-5p:Corrected:	N:MIR::hsa-miR-212-3p:Corrected:	N:MIR::hsa-miR-625-5p:Corrected:	N:MIR::hsa-miR-195-3p:Corrected:	N:METH:cg15628498:ONECUT1:TssD374:Island	N:METH:cg15205507:ZNF331:TssD44:Island	I:CNVR::PIK3C3:5289:	I:CNVR::ZNF397:84307:	I:CNVR::C18orf21:83608:	N:METH:cg02407785:PCDH9:TssD293:Shore	N:GEXP::POFUT1:23509:	N:GEXP::ZMYND8:23613:	I:CNVR::YTHDF2:51441:	N:METH:cg03100040:ZNF345:TssD37:Island	B:MUTA:nons:ACVR2A::	I:CNVR::LOXHD1:125336:	N:METH:cg13843773:C4orf22:TssU64:Shore	I:CNVR::DSC3:1825:	N:GEXP::PLAGL2:5326:	I:CNVR::RNF133:168433:	N:METH:cg22634689:TMEM121:TssU80:Island	I:CNVR::ZNF24:7572:	N:GEXP::MOCS3:27304:	N:GEXP::KCNRG:283518:	N:GEXP::INTS10:55174:	I:CNVR::BCL2:596:	I:CNVR::SLC25A52:147407:	I:CNVR::CELF4:56853:	I:CNVR::PCAT18:728606:	I:CNVR::SMAD7:4092:	I:CNVR::CDH2:1000:	N:METH:cg26829131:HOXC-AS1:TssD30:Island	N:GEXP::PAX9:5083:	N:GEXP::ST6GAL1:6480:	N:GEXP::RPS27A:6233:	I:CNVR::SERPINB7:8710:	N:GEXP::PIGU:128869:	N:GEXP::GNG4:2786:	N:GEXP::LYG1:129530:	N:GEXP::YBX1:4904:	I:CNVR::CSTF2T:23283:	I:CNVR::CDH13:1012:	N:MIR::hsa-miR-3131:Corrected:	N:MIR::hsa-miR-206:Corrected:	N:MIR::hsa-miR-450a-5p:Corrected:	N:GEXP::OCRL:4952:	N:GEXP::DEFA5:1670:	B:MUTA:HOTS:PIK3CA:pE545:	N:GEXP::RNF160:26046:	N:GEXP::RPL37:6167:	N:GEXP::RPL12:6136:	B:MUTA:LOF:SOX9::	N:MIR::hsa-miR-128-1-5p:Corrected:	N:MIR::hsa-miR-92a-1-5p:Corrected:	N:MIR::hsa-miR-339-3p:Corrected:	N:GEXP::R3HDML:140902:	N:MIR::hsa-miR-6718-5p:Corrected:	I:CNVR::SNORA37:677819:	I:CNVR::RAB9BP1:9366:	B:MUTA:COMP:KANSL1::	N:MIR::hsa-miR-491-5p:Corrected:	N:MIR::hsa-miR-33b-5p:Corrected:	I:CNVR::GALNT13:114805:	B:MUTA:HOTS:PCBP1:pL102:	B:MUTA:HOTS:SMAD2:pS464:	B:MUTA:nons:WWC1::	B:MUTA:HOTS:KRAS:pA146:	I:CNVR::OC90:729330:	I:CNVR::RBFOX3:146713:	I:CNVR::CTB-118N6.3:101927233:	I:CNVR::LINC00659:100652730:	I:CNVR::ZNF716:441234:	I:CNVR::RP11-452N4.1:286094:	I:CNVR::SYN3:8224:	I:CNVR::GMDS:2762:	N:GEXP::CYP51A1:1595:	N:GEXP::LCN15:389812:	N:MIR::hsa-miR-323b-3p:Corrected:
TCGA-A6-2681	COADREAD_2	1	0	470.22	0.03937	0.15988	0	0.06213099999999999	1	11843.0	1588.6	2370.7	0.4212	0.041437	0.087755	13578.0	0.029004000000000002	0.041895	1823.5	0.15098	259.43	0.080717	0.37779	0.32987	8391.0	1406.0	0.23025	0.078725	0.41725	2235.6	0.073364	8905.1	0.029383999999999997	0.37444	0	0.033419	0.1899	0.24431999999999998	0.16757	0.10207000000000001	907.84	0.39278	0.21488000000000002	0.29106	0.5659	0.41285	0.054342999999999995	0.5189600000000001	1086.7	0.031317000000000005	0.045335	1409.8	220.05	1	1	4473.1	9232.4	0.049247000000000006	0.1789	0.49405	189.41	71.152	0.12420999999999999	0.046601	0.16136	0.038843	404.05	288.77	-0.1289	0.072014	777.33	1371.0	1281.9	4464.5	0	0	0.33304	0.44741000000000003	-1	-1	636.12	3.2224	4.7248	1.8899	1.3866	0.43585	0.06372699999999999	-1	-1	-1	0.080807	3234.3	1909.9	0	0.06186900000000001	0	-1	0.030588	-1	2045.6	1	0.16472	-1	827.94	9.191	924.56	-1	-1	-1	-1	-1	-1	0.1903	36.647	4171.8	6172.1	-1	1073.1	49.718999999999994	2.0978	11485.0	-1	1	0.23538	-0.21019000000000002	6.7711	2061.9	209.49	0	514.11	16458.0	11894.0	0	2.9147	4.6117	3.9291	2.1026	0.51241	-1	1	0	0.41253999999999996	1.8307	0	0	0	0	0	1	1	1	1	1	1	-1	0	3153.5	0.8416399999999999	2.1041
TCGA-A6-2685	COADREAD_1	1	0	556.47	0.034638	0.065006	0	0.027742000000000003	0	12382.0	2517.6	2345.0	0.028813	0.035816	0.058138999999999996	14448.0	0.025394999999999997	0.045728	3458.4	0.042281	506.57	0.050098000000000004	0.061748000000000004	0.035782999999999995	6353.1	1806.9	0.060845	0.25731	0.033184	1486.9	0.099967	7716.8	0.026184	0.034174	0	0.031225	0.053765999999999994	0.041911000000000004	0.049988	0.035406	1233.8	0.044836	0.017757	0.076954	0.035466000000000004	0.053885	0.057503	0.041766000000000005	601.42	0.039529	0.048358	339.24	268.79	-1	0	4410.8	8062.5	0.062226	0.056505999999999994	0.033772	19.328	99.787	0.052771000000000005	0.049742	0.099347	0.040448000000000005	197.33	326.33	0.48444	0.067613	1119.7	2439.8	1654.1	6101.4	0	0	0.041168	0.042710000000000005	-1	-1	654.46	0.9267700000000001	10.86	2.6183	4.6829	0.018101	0.036236000000000004	-1	-1	-1	0.028332999999999997	2772.0	1550.3	0	0.052080999999999995	0	-1	0.032468000000000004	-1	1334.5	1	0.051043	-1	453.98	6.2074	1303.5	-1	-1	-1	-1	-1	-1	0.080363	15.732000000000001	5051.4	7222.4	-1	949.77	1222.2	7.1918	8755.6	0	1	-0.29578000000000004	-0.21019000000000002	3.9248	1268.0	104.73	0	571.3	11396.0	9107.5	0	1.4273	2.2764	5.2296	5.3939	-0.082071	-1	1	0	0.06129299999999999	0.72863	0	0	0	0	0	1	0	1	1	1	1	0	0	3147.3	3.1464	5.6629
TCGA-A6-2686	COADREAD_4	0	1	176.01	0.4208	0.57798	1	0.2977	1	10434.0	532.42	1311.6	0.5440699999999999	0.54172	0.39565	10930.0	0.57597	0.5160600000000001	3332.0	0.50858	117.02	0.5351600000000001	0.56953	0.5099100000000001	8968.8	957.58	0.63645	0.4743	0.64986	1135.1	0.56434	12857.0	0.47172	0.57145	0	0.35485	0.60547	0.57614	0.43511000000000005	0.43353	372.01	0.051864	0.28433	0.084007	0.56329	0.64151	0.52277	0.60526	63.38399999999999	0.14561	0.5553100000000001	317.37	704.53	1	1	4083.4	2851.3	0.446	0.18686	0.56067	0.4876	14.139000000000001	0.6613	0.5705899999999999	0.40948	0.34533	146.27	561.19	-0.1289	0.32031	1138.5	301.8	1538.3	5188.2	0	0	0.5615399999999999	0.70639	-1	-1	337.4	1.5408	5.265	5.7593	-0.17347	0.45531000000000005	0.32299999999999995	-1	-1	-1	0.44771000000000005	1651.9	1021.0	0	0.78572	1	-1	0.19044	-1	1026.8	1	0.46697	-1	313.02	52.955	2152.1	-1	-1	-1	0	-1	0	0.37833	100.44	1780.1	11904.0	-1	526.09	27.304000000000002	138.47	7572.4	0	0	0.10472999999999999	-0.21019000000000002	3.1562	1751.8	1.4627	0	327.16	26552.0	38309.0	0	3.2438	1.6593	4.5392	0.9751	0.36943000000000004	-1	-1	0	2.1662	2.7419	0	0	0	0	0	1	1	-1	1	1	1	0	-1	1803.0	0.4876	0.19779000000000002
TCGA-A6-3807	COADREAD_1	1	0	462.26	0.064124	0.11867	0	0.019462	0	14656.0	15912.0	1672.8	0.033530000000000004	0.043572	0.034494	15609.0	0.034658999999999995	0.043028	25416.0	0.03195	484.2	0.029006	0.080704	0.047803	8281.1	4901.8	0.1611	0.033932	0.034551	2291.1	0.066912	5682.7	0.027238	0.038019	0	0.063314	0.057648000000000005	0.035557	0.054216999999999994	0.060287	1228.9	0.039751	0.029148	0.06852899999999999	0.33225	0.06668500000000001	0.067411	0.070034	1016.8	0.032081	0.035154000000000005	512.39	321.3	0	0	4247.8	3050.3	0.034716000000000004	0.043220999999999996	0.069642	0.11467999999999999	14.422	0.061736	0.042999	0.14508	0.090693	550.14	302.01	0.28838	0.06326699999999999	1388.6	3490.7	2948.5	2514.6	0	0	0.059042	0.053472000000000006	-1	-1	500.53	4.141	7.3457	2.6011	-0.17347	0.024136	0.047208	-1	-1	-1	0.028098	3880.7	512.92	0	0.035158	0	-1	0.052539999999999996	-1	1518.9	0	0.018543	-1	428.13	27.129	862.79	-1	-1	-1	-1	-1	-1	0.022892	0.096745	2665.1	8319.3	-1	1256.9	1024.2	4.8406	12324.0	0	0	0.020852000000000002	-0.21019000000000002	11.812999999999999	1119.6	1.3014	0	1093.9	9817.9	18980.0	0	2.4643	8.9341	6.3842	18.32	-0.082071	-1	-1	0	0.16053	4.0357	1	0	0	0	0	-1	0	1	1	1	-1	-1	0	2937.7	7.8527	1.9777
TCGA-A6-4105	COADREAD_2	1	0	549.02	0.041391000000000004	0.49827	0	0.35612	1	33861.0	6133.0	2582.6	0.53435	0.02495	0.10804000000000001	9718.8	0.032866	0.045966	1402.0	0.49581000000000003	394.72	0.73863	0.60268	0.5539999999999999	7951.8	1183.7	0.6601600000000001	0.28908	0.6859	2674.9	0.22735	9726.0	0.029751999999999997	0.59208	0	0.03175	0.67947	0.59305	0.4977	0.5513100000000001	1200.6	0.56152	0.29917	0.4675	0.52703	0.076579	0.37229	0.56179	615.15	0.031488999999999996	0.21816	4407.6	763.3	-1	1	6573.4	7362.8	0.037454	0.43523999999999996	0.50554	0.0	14.866	0.062025	0.045125	0.5889800000000001	0.038363999999999995	959.63	368.06	0.3788	0.095226	963.22	5474.4	2948.1	4666.4	0	0	0.56909	0.64794	-1	-1	702.29	0.1894	9.8489	2.6516	0.9470000000000001	0.020329	0.81852	-1	-1	-1	0.48415	4985.8	2573.9	-1	0.05204500000000001	0	-1	0.030675	-1	3931.3	0	0.12011	-1	631.55	11.232000000000001	2378.1	-1	-1	-1	-1	-1	-1	0.20277	30.756999999999998	3054.2	9237.5	-1	1545.6	75.868	7.6894	9684.5	0	-1	3.4092	2.0834	4.735	1834.7	380.88	0	570.04	10882.0	12787.0	0	4.9244	4.5456	6.0608	8.202	1.5152	-1	-1	0	1.1364	5.8714	1	0	0	0	0	0	1	-1	1	0	0	-1	0	1656.8	7566.8	10.796
TCGA-A6-4107	COADREAD_2	0	0	777.42	0.047624	0.66054	0	0.49822	1	17799.0	2184.2	2590.9	0.60336	0.22219	0.21497	14220.0	0.032802	0.031411	8850.6	0.64177	300.87	0.59345	0.68166	0.58011	9046.4	3336.5	0.69394	0.56138	0.67516	1398.6	0.12125	10608.0	0.039005	0.5728	0	0.3738	0.60156	0.65146	0.34538	0.53198	913.59	0.56626	0.3077	0.43695	0.68433	0.07111	0.29991	0.60347	1747.9	0.077568	0.45724	848.73	975.38	-1	1	2838.6	4024.9	0.030018	0.21759	0.34464	0.11467999999999999	52.536	0.67081	0.040649	0.64436	0.030462	5365.6	295.35	2.2244	0.072003	905.13	3262.9	3731.0	8650.0	0	0	0.61358	0.48318	-1	-1	569.89	1.2884	3.4777	2.0212	0.74426	0.45521000000000006	0.6401899999999999	-1	-1	-1	0.55261	2334.9	1228.6	-1	0.051208000000000004	0	-1	0.15529	-1	1342.3	1	0.22248	-1	317.22	10.953	2011.6	-1	-1	-1	-1	-1	-1	0.34339000000000003	56.288999999999994	3767.7	11393.0	-1	969.28	211.74	7.7237	10994.0	-1	1	2.1791	-0.21019000000000002	7.5475	1319.5	2.714	0	612.45	24984.0	17471.0	0	0.99982	1.3534	5.311	10.216000000000001	0.47376	-1	1	0	-0.20836	1.0644	0	0	0	0	0	1	-1	1	1	1	1	1	1	3863.6	1605.7	1.6681
TCGA-A6-5657	COADREAD_2	0	0	506.87	0.055876	0.37024	0	0.060110000000000004	1	14400.0	4015.4	2465.8	0.36418	0.037869	0.29862	5995.9	0.037774	0.057744000000000004	2085.4	0.4783	371.32	0.12415999999999999	0.37485	0.32675	5851.9	1979.7	0.36639	0.27965999999999996	0.3986	1207.5	0.19261	10892.0	0.030694	0.33118000000000003	0	0.038506	0.25329	0.40546	0.18617	0.29591999999999996	1055.5	0.41941999999999996	0.16699999999999998	0.068297	0.33881	0.39088	0.33239	0.2445	55.43899999999999	0.03941	0.38184	737.64	244.6	-1	0	2482.6	8306.1	0.030938	0.11416	0.42556000000000005	393.56	20.713	0.06942100000000001	0.036742000000000004	0.43718	0.045087	105.39	326.85	0.0	0.080959	940.02	3773.5	1979.0	2443.3	0	0	0.38461	0.55474	-1	-1	270.8	1.1520000000000001	4.4929	2.3040000000000003	2.9952	0.17857	0.3704	-1	-1	-1	0.17937	2128.6	928.75	0	0.035082	0	-1	0.032408	-1	1793.5	1	0.33271	-1	285.72	7.271	916.57	-1	-1	-1	0	-1	0	0.29936	31.07	3627.6	9802.3	-1	552.56	110.27	6.7014	13752.0	0	0	1.0368	0.0	2.1888	1625.1	4.8738	1	557.44	14259.0	15572.0	0	4.6081	2.0736	4.6081	7.6152	0.69121	-1	0	0	0.3456	0.3456	0	0	0	0	0	1	1	0	0	1	1	-1	0	2958.7	0.3046	1.1520000000000001
TCGA-A6-5660	COADREAD_2	1	0	606.53	0.048769	0.5272100000000001	0	0.51217	0	12499.0	2068.7	2312.7	0.58048	0.03713	0.13480999999999999	23842.0	0.039120999999999996	0.18112999999999999	4672.2	0.6277	352.23	0.055354999999999994	0.58753	0.20983000000000002	7451.0	3733.7	0.5589	0.1838	0.74475	3474.7	0.12285	9027.1	0.029727999999999997	0.5837600000000001	0	0.034299	0.088619	0.06015499999999999	0.33345	0.39478	1170.5	0.050245	0.035875	0.061034000000000005	0.48713	0.25113	0.10636	0.49199	1299.4	0.047988	0.029242	664.45	228.09	-1	1	2909.8	4128.4	0.044922000000000004	0.05914199999999999	0.7885	127.58	50.258	0.06412000000000001	0.044093	0.18889	0.048634	383.16	106.1	3.1647	0.10223	1312.3	6175.8	2911.1	2250.0	0	0	0.34299999999999997	0.8092699999999999	-1	-1	817.01	2.5619	4.5211	3.014	0.75351	0.10253	0.7669600000000001	-1	-1	-1	0.32661	12120.0	1296.8	-1	0.84501	0	-1	0.038176	-1	4641.3	1	0.069813	-1	843.64	21.289	588.49	-1	-1	-1	-1	-1	-1	0.36508	23.195999999999998	5589.4	12396.0	-1	1759.5	1373.3	3.0069	9278.4	0	-1	8.59	0.1507	3.7676	1317.9	54.553000000000004	0	657.22	12288.0	15180.0	0	4.069	7.8365	9.9464	9.4502	0.1507	-1	-1	0	0.6028100000000001	1.2056	0	0	0	0	0	1	1	-1	1	1	1	-1	1	2751.4	4792.1	1.8084
TCGA-A6-5661	COADREAD_4	0	1	40.131	0.55211	0.64705	1	0.44477	1	13503.0	4221.9	2412.0	0.78146	0.6542600000000001	0.51542	9469.3	0.48975	0.042531	1651.9	0.64904	54.053999999999995	0.64171	0.6826399999999999	0.52893	15934.0	636.36	0.70391	0.5545800000000001	0.70397	769.86	0.68265	13293.0	0.4366	0.68599	0	0.6792	0.67803	0.65784	0.53445	0.57449	391.48	0.45388	0.27869	0.5718	0.5818800000000001	0.58734	0.59282	0.59326	134.32	0.30717	0.5879	863.96	1074.5	0	1	1905.8	4234.2	0.67095	0.43913	0.37205	52.416000000000004	11.466	0.4708	0.64905	0.6609	0.32361999999999996	383.29	138.41	0.25146999999999997	0.36532	1371.0	646.19	1324.3	9604.4	1	0	0.6579999999999999	0.50575	0	0	113.02	0.25146999999999997	8.8013	7.544	1.7603	0.40465	0.3014	0	0	0	0.60825	1299.8	796.07	0	0.32946	0	0	0.37262	0	823.1	0	0.6732	0	202.29	36.421	1536.5	0	0	0	0	0	0	0.55182	77.805	1369.4	8698.6	0	721.54	3.2760000000000002	11.466	12890.0	0	0	0.25146999999999997	0.7544	2.5147	869.78	21.294	0	479.94	10615.0	11890.0	0	5.7837	8.8013	4.7778	5.733	0.0	0	0	0	0.50293	4.0235	0	0	0	1	0	0	0	0	0	0	0	0	0	6937.8	0.0	3.5205
TCGA-A6-5662	COADREAD_1	1	0	595.24	0.079153	0.12184	0	0.024704	0	38914.0	2610.0	657.58	0.4223	0.027514999999999998	0.16624	18360.0	0.039631	0.040061	1138.1	0.046917	715.15	0.09463200000000001	0.086965	0.040596	5519.9	3984.0	0.07649700000000001	0.073892	0.03793	3648.1	0.087924	4551.1	0.065581	0.037206	0	0.039853	0.10902	0.056269000000000007	0.052624000000000004	0.152	2642.4	0.077507	0.025758999999999997	0.092924	0.052548000000000004	0.06693500000000001	0.071213	0.4035	501.3	0.042673	0.038803	289.16	135.93	0	0	6674.5	5100.0	0.033312	0.036361000000000004	0.034255	3.8961	25.974	0.0449	0.033796	0.054335	0.035028	905.63	103.03	0.30413	0.086837	1275.3	5083.1	2286.2	3832.5	0	0	0.10069	0.13545	-1	-1	964.93	1.7234	2.1289	0.50688	1.4193	0.032654	0.037228	-1	-1	-1	0.048193	4605.6	3267.1	-1	0.04674	0	-1	0.046002	-1	3059.7	0	0.10645	-1	958.01	8.2814	773.59	-1	-1	-1	-1	-1	-1	0.12779000000000001	10.822000000000001	7961.9	10674.0	-1	1677.9	1695.2	1.2987	7762.8	0	1	1.3179	0.20275	4.1564	1013.4	0.4329	0	464.5	16056.0	14806.0	0	1.6219999999999999	4.6633	4.5619	60.606	0.0	-1	0	0	0.0	0.60825	0	0	0	0	0	1	0	0	1	0	1	-1	0	2256.3	37.229	0.70963
TCGA-A6-5664	COADREAD_3	0	0	605.72	0.059049000000000004	0.26341	0	0.053703	0	16424.0	4878.9	1231.5	0.35389	0.03653	0.2747	12204.0	0.03355	0.071578	1905.9	0.32176	322.71	0.09342400000000001	0.31817	0.20134000000000002	12149.0	477.76	0.50921	0.13425	0.31048000000000003	1350.2	0.1224	11798.0	0.031485	0.25894	0	0.05521	0.36653	0.049642	0.15771	0.21414	1358.1	0.077428	0.11169000000000001	0.27324	0.26914	0.07685800000000001	0.060925	0.15302000000000002	878.46	0.10739000000000001	0.050608999999999994	1078.7	566.02	0	0	1930.7	19368.0	0.048991	0.043759	0.30544	36.894	623.0	0.042741	0.05305	0.053848	0.038053	2558.8	516.99	1.0992	0.10342	855.11	3631.2	1646.2	5356.7	0	0	0.34564	0.41225	0	-1	215.29	2.1985	16.489	8.7939	9.8931	0.21711999999999998	0.44068999999999997	0	0	0	0.11238	2133.3	1870.4	0	0.04509	0	0	0.031391	0	1986.7	0	0.057356	0	174.2	4.6748	1315.6	-1	0	0	0	0	0	0.23490999999999998	115.35	3087.9	10864.0	-1	617.86	66.783	2.3351	11360.0	0	0	13.190999999999999	1.0992	0.0	1292.2	4378.8	0	684.65	14734.0	15582.0	0	38.473	10.992	23.084	3.2691	0.0	-1	0	0	6.5954	0.0	0	0	0	0	0	0	0	0	0	0	0	0	0	1685.5	1380.5	17.588
TCGA-A6-5665	COADREAD_4	0	1	38.935	0.53314	0.64107	1	0.51956	1	13268.0	7577.7	1981.5	0.6110399999999999	0.68377	0.58781	9755.3	0.47525	0.33188	1534.4	0.5794199999999999	49.255	0.68091	0.71846	0.53533	15512.0	764.62	0.63761	0.6127100000000001	0.67742	766.97	0.63817	17483.0	0.5162800000000001	0.67999	0	0.6683399999999999	0.61654	0.5845	0.60955	0.42935	265.04	0.65899	0.28938	0.72534	0.64299	0.5877100000000001	0.48983999999999994	0.6788	111.64	0.33255999999999997	0.55742	293.59	1368.8	0	1	2168.2	1901.7	0.68963	0.605	0.62631	0.0	18.295	0.37888	0.6582	0.67197	0.38042	254.25	143.54	0.0	0.25167	1685.9	441.5	1388.5	6667.7	0	1	0.64949	0.73447	0	0	386.06	0.0	9.2258	10.104	1.318	0.51071	0.44473	0	0	0	0.41472	939.6	973.84	0	0.033841	1	0	0.6138100000000001	0	595.28	0	0.67715	0	282.86	19.988	1813.5	0	0	0	0	0	0	0.65447	147.76	955.54	12342.0	0	786.2	6.5673	13.135	13616.0	0	0	0.0	0.43932	4.3932	758.52	47.848	0	125.25	15686.0	13935.0	0	9.2258	5.2719	9.6651	2.8146	0.0	0	0	1	0.43932	1.7573	0	0	0	0	0	0	0	0	0	0	0	0	0	2188.8	34.713	3.0753
TCGA-A6-5666	COADREAD_1	0	0	668.87	0.044536	0.030945999999999998	0	0.042135	0	19851.0	2638.3	6573.1	0.24452	0.032501999999999996	0.11587	46011.0	0.046636000000000004	0.073011	8280.2	0.42858999999999997	370.86	0.042983	0.60225	0.023562	7857.9	2162.0	0.7365	0.029292000000000002	0.57629	2522.7	0.08573099999999999	9114.1	0.046204	0.05335499999999999	0	0.16914	0.056389	0.068887	0.084119	0.028513	1761.1	0.029932999999999998	0.029970999999999998	0.032618	0.1413	0.056975	0.078474	0.25774	3097.3	0.025363999999999998	0.070681	14951.0	1216.5	-1	1	3632.2	2452.9	0.050411000000000004	0.072011	0.050142	1.0188	19.358	0.065853	0.02621	0.045103	0.047747000000000005	91.696	417.73	0.78795	0.065926	968.92	11534.0	2556.3	8024.4	0	0	0.047414	0.076803	-1	-1	744.78	1.8385	3.6771	7.8795	0.78795	0.0287	0.30387	-1	-1	-1	0.47033	4787.1	2036.7	0	0.05711	0	-1	0.031172000000000002	-1	2267.4	1	0.031412	-1	562.91	15.252	1932.8	-1	-1	-1	-1	-1	-1	0.042483	34.641	3784.5	21819.0	-1	1344.4	2403.5	2.5471	19665.0	-1	0	0.5253	0.0	3.1518	1933.8	732.04	0	824.25	24529.0	29456.0	0	3.6771	13.132	4.2024	13.755	0.5253	-1	0	0	1.5759	0.5253	1	0	0	0	0	1	1	0	1	0	1	0	0	2776.9	0.0	1.5759
TCGA-A6-5667	COADREAD_1	1	0	541.39	0.039527	0.05260499999999999	0	0.06995499999999999	1	34608.0	3065.6	2289.8	0.08731699999999999	0.028187	0.13964000000000001	17770.0	0.030779	0.042732	2010.8	0.31677	368.42	0.035712	0.29789	0.32724000000000003	6259.2	4254.8	0.53289	0.073372	0.030825	6061.7	0.07244	9255.3	0.032494999999999996	0.1478	0	0.040654	0.23735	0.031954	0.078865	0.061134	1633.9	0.05221900000000001	0.018752	0.07297100000000001	0.035559	0.037454	0.058547	0.15900999999999998	1388.5	0.026543	0.043388	1470.0	380.71	-1	1	7223.7	12715.0	0.0446	0.042213	0.027447000000000003	0.8479	50.026	0.06602000000000001	0.045279	0.073928	0.031055000000000003	262.85	189.08	0.4198	0.054279999999999995	1136.2	3725.3	2494.1	3925.4	0	0	0.055485	0.059611000000000004	-1	-1	1120.1	3.9461	4.3659	2.1829	1.8471	0.028610000000000003	0.3757	-1	-1	-1	0.28596	11485.0	2482.7	-1	0.0396	0	-1	0.029987	-1	5557.6	1	0.040152	-1	1152.3	10.404000000000002	842.39	-1	-1	-1	-1	-1	-1	0.3281	13.565999999999999	6272.0	9702.2	-1	2397.9	2732.4	1.6958	9189.6	-1	1	1.5113	0.08396	2.7707	1565.7	2.9677	0	549.02	12716.0	9119.7	0	6.0451	4.3659	5.5413	19.078	0.92356	-1	0	0	1.0075	0.16792	1	0	0	0	0	1	1	0	1	1	1	0	0	6475.5	0.0	1.0075
